prod_code,prod_name,prod_desc,prod_price
1287,Product 1287,The product that's perfect for 1287 stuff,1287
493,Product 493,The product that's perfect for 493 stuff,1479
2702,Product 2702,The product that's perfect for 2702 stuff,2702
1863,Product 1863,The product that's perfect for 1863 stuff,3726
3726,Product 3726,The product that's perfect for 3726 stuff,3726
219,Product 219,The product that's perfect for 219 stuff,4380
2190,Product 2190,The product that's perfect for 2190 stuff,4380
234,Product 234,The product that's perfect for 234 stuff,5148
514,Product 514,The product that's perfect for 514 stuff,7196
181,Product 181,The product that's perfect for 181 stuff,7964
552,Product 552,The product that's perfect for 552 stuff,14904
9936,Product 9936,The product that's perfect for 9936 stuff,29808
2288,Product 2288,The product that's perfect for 2288 stuff,41184
2228,Product 2228,The product that's perfect for 2228 stuff,53472
2336,Product 2336,The product that's perfect for 2336 stuff,70080
2496,Product 2496,The product that's perfect for 2496 stuff,82368
764,Product 764,The product that's perfect for 764 stuff,26740
5149,Product 5149,The product that's perfect for 5149 stuff,41192
920,Product 920,The product that's perfect for 920 stuff,43240
5661,Product 5661,The product that's perfect for 5661 stuff,45288
4286,Product 4286,The product that's perfect for 4286 stuff,51432
2399,Product 2399,The product that's perfect for 2399 stuff,57576
2000,Product 2000,The product that's perfect for 2000 stuff,66000
2750,Product 2750,The product that's perfect for 2750 stuff,66000
3262,Product 3262,The product that's perfect for 3262 stuff,78288
8232,Product 8232,The product that's perfect for 8232 stuff,395136
147,Product 147,The product that's perfect for 147 stuff,3087
3087,Product 3087,The product that's perfect for 3087 stuff,3087
901,Product 901,The product that's perfect for 901 stuff,5406
3215,Product 3215,The product that's perfect for 3215 stuff,6430
4638,Product 4638,The product that's perfect for 4638 stuff,18552
2152,Product 2152,The product that's perfect for 2152 stuff,23672
1285,Product 1285,The product that's perfect for 1285 stuff,30840
2319,Product 2319,The product that's perfect for 2319 stuff,37104
1157,Product 1157,The product that's perfect for 1157 stuff,55536
3296,Product 3296,The product that's perfect for 3296 stuff,82400
5488,Product 5488,The product that's perfect for 5488 stuff,98784
5151,Product 5151,The product that's perfect for 5151 stuff,164832
4458,Product 4458,The product that's perfect for 4458 stuff,213984
950,Product 950,The product that's perfect for 950 stuff,12350
979,Product 979,The product that's perfect for 979 stuff,39160
2600,Product 2600,The product that's perfect for 2600 stuff,49400
2504,Product 2504,The product that's perfect for 2504 stuff,57592
4127,Product 4127,The product that's perfect for 4127 stuff,66032
306,Product 306,The product that's perfect for 306 stuff,306
26,Product 26,The product that's perfect for 26 stuff,338
193,Product 193,The product that's perfect for 193 stuff,386
148,Product 148,The product that's perfect for 148 stuff,740
1416,Product 1416,The product that's perfect for 1416 stuff,1416
144,Product 144,The product that's perfect for 144 stuff,3600
996,Product 996,The product that's perfect for 996 stuff,7968
296,Product 296,The product that's perfect for 296 stuff,11840
1480,Product 1480,The product that's perfect for 1480 stuff,11840
304,Product 304,The product that's perfect for 304 stuff,13376
384,Product 384,The product that's perfect for 384 stuff,16512
1328,Product 1328,The product that's perfect for 1328 stuff,31872
2064,Product 2064,The product that's perfect for 2064 stuff,33024
1096,Product 1096,The product that's perfect for 1096 stuff,35072
3712,Product 3712,The product that's perfect for 3712 stuff,37120
2704,Product 2704,The product that's perfect for 2704 stuff,43264
3344,Product 3344,The product that's perfect for 3344 stuff,53504
7968,Product 7968,The product that's perfect for 7968 stuff,63744
2304,Product 2304,The product that's perfect for 2304 stuff,78336
2832,Product 2832,The product that's perfect for 2832 stuff,90624
2880,Product 2880,The product that's perfect for 2880 stuff,115200
4129,Product 4129,The product that's perfect for 4129 stuff,132128
5304,Product 5304,The product that's perfect for 5304 stuff,148512
8236,Product 8236,The product that's perfect for 8236 stuff,197664
9282,Product 9282,The product that's perfect for 9282 stuff,37128
6496,Product 6496,The product that's perfect for 6496 stuff,246848
6376,Product 6376,The product that's perfect for 6376 stuff,255040
9284,Product 9284,The product that's perfect for 9284 stuff,297088
203,Product 203,The product that's perfect for 203 stuff,3857
3857,Product 3857,The product that's perfect for 3857 stuff,3857
2193,Product 2193,The product that's perfect for 2193 stuff,4386
1462,Product 1462,The product that's perfect for 1462 stuff,8772
2449,Product 2449,The product that's perfect for 2449 stuff,9796
554,Product 554,The product that's perfect for 554 stuff,14404
1108,Product 1108,The product that's perfect for 1108 stuff,28808
7202,Product 7202,The product that's perfect for 7202 stuff,57616
3188,Product 3188,The product that's perfect for 3188 stuff,63760
3384,Product 3384,The product that's perfect for 3384 stuff,94752
2712,Product 2712,The product that's perfect for 2712 stuff,119328
5508,Product 5508,The product that's perfect for 5508 stuff,264384
5155,Product 5155,The product that's perfect for 5155 stuff,10310
3092,Product 3092,The product that's perfect for 3092 stuff,21644
5148,Product 5148,The product that's perfect for 5148 stuff,25740
2401,Product 2401,The product that's perfect for 2401 stuff,28812
3888,Product 3888,The product that's perfect for 3888 stuff,66096
5720,Product 5720,The product that's perfect for 5720 stuff,102960
8580,Product 8580,The product that's perfect for 8580 stuff,102960
6691,Product 6691,The product that's perfect for 6691 stuff,107056
8256,Product 8256,The product that's perfect for 8256 stuff,148608
3936,Product 3936,The product that's perfect for 3936 stuff,173184
43,Product 43,The product that's perfect for 43 stuff,1161
1161,Product 1161,The product that's perfect for 1161 stuff,1161
1673,Product 1673,The product that's perfect for 1673 stuff,1673
490,Product 490,The product that's perfect for 490 stuff,4900
5156,Product 5156,The product that's perfect for 5156 stuff,10312
3730,Product 3730,The product that's perfect for 3730 stuff,14920
9288,Product 9288,The product that's perfect for 9288 stuff,18576
1968,Product 1968,The product that's perfect for 1968 stuff,21648
4644,Product 4644,The product that's perfect for 4644 stuff,37152
1225,Product 1225,The product that's perfect for 1225 stuff,39200
9888,Product 9888,The product that's perfect for 9888 stuff,98880
3438,Product 3438,The product that's perfect for 3438 stuff,165024
6437,Product 6437,The product that's perfect for 6437 stuff,205984
9312,Product 9312,The product that's perfect for 9312 stuff,214176
133,Product 133,The product that's perfect for 133 stuff,4389
5669,Product 5669,The product that's perfect for 5669 stuff,5669
655,Product 655,The product that's perfect for 655 stuff,7205
1766,Product 1766,The product that's perfect for 1766 stuff,12362
1463,Product 1463,The product that's perfect for 1463 stuff,17556
1185,Product 1185,The product that's perfect for 1185 stuff,23700
6032,Product 6032,The product that's perfect for 6032 stuff,78416
7205,Product 7205,The product that's perfect for 7205 stuff,115280
9948,Product 9948,The product that's perfect for 9948 stuff,119376
8780,Product 8780,The product that's perfect for 8780 stuff,140480
8640,Product 8640,The product that's perfect for 8640 stuff,181440
3603,Product 3603,The product that's perfect for 3603 stuff,3603
3859,Product 3859,The product that's perfect for 3859 stuff,3859
4134,Product 4134,The product that's perfect for 4134 stuff,4134
439,Product 439,The product that's perfect for 439 stuff,4390
1390,Product 1390,The product that's perfect for 1390 stuff,6950
4646,Product 4646,The product that's perfect for 4646 stuff,9292
444,Product 444,The product that's perfect for 444 stuff,12876
1756,Product 1756,The product that's perfect for 1756 stuff,17560
404,Product 404,The product that's perfect for 404 stuff,18584
516,Product 516,The product that's perfect for 516 stuff,19608
1772,Product 1772,The product that's perfect for 1772 stuff,31896
1272,Product 1272,The product that's perfect for 1272 stuff,33072
2323,Product 2323,The product that's perfect for 2323 stuff,37168
9292,Product 9292,The product that's perfect for 9292 stuff,37168
2707,Product 2707,The product that's perfect for 2707 stuff,43312
1201,Product 1201,The product that's perfect for 1201 stuff,57648
3024,Product 3024,The product that's perfect for 3024 stuff,90720
6480,Product 6480,The product that's perfect for 6480 stuff,90720
2224,Product 2224,The product that's perfect for 2224 stuff,111200
4332,Product 4332,The product that's perfect for 4332 stuff,173280
6695,Product 6695,The product that's perfect for 6695 stuff,6695
7975,Product 7975,The product that's perfect for 7975 stuff,31900
1549,Product 1549,The product that's perfect for 1549 stuff,37176
2060,Product 2060,The product that's perfect for 2060 stuff,53560
5776,Product 5776,The product that's perfect for 5776 stuff,86640
2061,Product 2061,The product that's perfect for 2061 stuff,98928
6176,Product 6176,The product that's perfect for 6176 stuff,247040
613,Product 613,The product that's perfect for 613 stuff,613
31,Product 31,The product that's perfect for 31 stuff,837
1162,Product 1162,The product that's perfect for 1162 stuff,1162
129,Product 129,The product that's perfect for 129 stuff,1290
677,Product 677,The product that's perfect for 677 stuff,1354
644,Product 644,The product that's perfect for 644 stuff,3220
322,Product 322,The product that's perfect for 322 stuff,6440
244,Product 244,The product that's perfect for 244 stuff,8784
837,Product 837,The product that's perfect for 837 stuff,13392
4464,Product 4464,The product that's perfect for 4464 stuff,13392
517,Product 517,The product that's perfect for 517 stuff,16544
8272,Product 8272,The product that's perfect for 8272 stuff,16544
1226,Product 1226,The product that's perfect for 1226 stuff,19616
558,Product 558,The product that's perfect for 558 stuff,26784
1866,Product 1866,The product that's perfect for 1866 stuff,59712
7976,Product 7976,The product that's perfect for 7976 stuff,63808
2580,Product 2580,The product that's perfect for 2580 stuff,82560
9456,Product 9456,The product that's perfect for 9456 stuff,264768
183,Product 183,The product that's perfect for 183 stuff,5673
6441,Product 6441,The product that's perfect for 6441 stuff,6441
545,Product 545,The product that's perfect for 545 stuff,9810
794,Product 794,The product that's perfect for 794 stuff,10322
847,Product 847,The product that's perfect for 847 stuff,11858
788,Product 788,The product that's perfect for 788 stuff,16548
5516,Product 5516,The product that's perfect for 5516 stuff,33096
4360,Product 4360,The product that's perfect for 4360 stuff,39240
2616,Product 2616,The product that's perfect for 2616 stuff,78480
3568,Product 3568,The product that's perfect for 3568 stuff,156992
774,Product 774,The product that's perfect for 774 stuff,5418
7978,Product 7978,The product that's perfect for 7978 stuff,7978
338,Product 338,The product that's perfect for 338 stuff,8788
775,Product 775,The product that's perfect for 775 stuff,9300
593,Product 593,The product that's perfect for 593 stuff,11860
3100,Product 3100,The product that's perfect for 3100 stuff,18600
1548,Product 1548,The product that's perfect for 1548 stuff,21672
6698,Product 6698,The product that's perfect for 6698 stuff,26792
1784,Product 1784,The product that's perfect for 1784 stuff,39248
3861,Product 3861,The product that's perfect for 3861 stuff,61776
4139,Product 4139,The product that's perfect for 4139 stuff,8278
